amitabh_bachchan	allahabad
active_space_technologies	coimbra
coimbra	portugal
ludlow_river	western_australia
masindi_hotel	masindi
narada_falls	mount_rainier_national_park
mount_rainier_national_park	pierce_county_washington
dill_farm	shawangunk_new_york
kłokowo	ltŚwidwin_Countygt
ząbrowo	lt_Świdwin_CountyŚwidwin_Countygt
lt2009_Indianapolis_motorcycle_Grand_Prixgt	indianapolis_motor_speedway
meguro_museum_of_art	lt_TokyoTokyogt
petcetera	richmond_british_columbia
everus_communications	waterloo_ontario
ankara_arena	ankara
wind_capital_group	usa
kranevo	dobrich_province
club_de_gimnasia_y_esgrima_la_plata_sports_club	la_plata
manjot_singh	india
repentance_tower	scotland
vukovo	kyustendil_province
hunter_river_western_australia	western_australia
middle_sister_island	ontario
aerovias_quisqueyanas	santo_domingo
mount_whymper	british_columbia
codeworks	lt_LLCColumbus_Ohiogt
kids_in_need_foundation	dayton_ohio
hav_eiendom	oslo
murphy_lake_lake_county	lt_MinnesotaLake_County_Minnesotagt
monterey_boats	williston_florida
anai_patti	theni_district
round_table_advertising	toronto
harriet_mead	tring
tring	hertfordshire
beremboke	lt_VictoriaVictoria_Australiagt
teseq	luterbach
kaspersky_lab	moscow
brewer_investment_group	chicago
born_rich_tv_series	sabah
sabah	malaysia
sportsheets_international	lt_IncHuntington_Beach_Californiagt
malibu_islet	british_columbia
foodwatch	berlin
twin_river	british_columbia
lt2009_Chakwal_mosque_bombinggt	chakwal
transport_trust	united_kingdom
jossa	hesse
hotel_terravina	new_forest
new_forest	hampshire
rouvre	normandy
allentown_historic_district_buffalo	lt_New_YorkBuffalo_New_Yorkgt
abco_transportation	dade_city_florida
mores_creek_summit	idaho
gitschberg	alps
arsikeri	davanagere_district
surahonne	davanagere_district
kusugal	dharwad_district
hattikuni	gulbarga_district
banavara	hassan_district
akki_alur	haveri_district
hossur	kolar_district
jangamakote	kolar_district
bevinhal	koppal_district
hutchison_harbour_ring	hong_kong
wsazdt2	huntington_west_virginia
ratua	lt_VanuatuVanuatugt
keregodu	mandya_district
sirwar	raichur_district
soyuzl	low_earth_orbit
navunda	udupi_district
aalwad	uttara_kannada_district
abbenahalli	kolar_district
newington_green_unitarian_church	newington_green
achepalli	kolar_district
adakamaranahalli_bangalore_north	bangalore_urban_district
advibhavi_kushtagi	koppal_district
agara_malur	kolar_district
agasanahundi	mysore_district
aghalaya	mandya_district
drains_bay	county_antrim
ohave_shalom_synagogue	woodridge_new_york
mount_prophet	washington_us_state
kattipudi	east_godavari_district
cassi_van_den_dungen	sunbury_victoria
mcghee_tyson_air_national_guard_base	blount_county_tennessee
tomahawk_river	wisconsin
fletcher_field	coahoma_county_mississippi
eynesbury	lt_VictoriaVictoria_Australiagt
kakripur	uttar_pradesh
lt1975_World_Figure_Skating_Championshipsgt	colorado_springs_colorado
arkansas_highway_94	monte_ne
sord_computer_corporation	chiba_chiba
gesse	france
shanghai_sixth_peoples_hospital	xuhui_district
agrahara	lt_ChannarayapatnaHassan_districtgt
rural_health_education_foundation	deakin_australian_capital_territory
canadian_junior_golf_association	markham_ontario
kotla	lt_Himachal_PradeshKangra_districtgt
türk_telecom_izmir_cup	ltİzmirgt
bankbazaarcom	chennai
lomlom	solomon_islands
stewart_aqueduct	smethwick
herbert_wells_ice_arena	college_park_maryland
ayesha_river	ethiopia
gestro_river	ethiopia
jerer_river	ethiopia
lonap	london
lt66_Streetgt	lt_EdmontonEdmontongt
puerto_ferro_light	vieques_puerto_rico
vail_mountaineer	edwards_colorado
aviation_club_tennis_centre	dubai
diptford	devon
little_bull_creek_allegheny_river	pennsylvania
mohican_state_park	ashland_county_ohio
cows_ice_cream	charlottetown
nederbrakel	belgium
rafael_yela_günther	guatemala_city
yogmaya_temple	mehrauli
gujarat_state_electricity_corporation_limited	vadodara
cheshunt_great_house	waltham_abbey_essex
basalt_river	queensland
susan_river_queensland	queensland
mitsuishi_river	hokkaidō
hokkaidō	japan
kalloni_grevenon	greece
cathedral_of_mren	digor_district_kars
roringen	lower_saxony
thota_vaikuntam	karimnagar
pembe_köşk	ankara
maui_time_weekly	wailuku_hawaii
galatasaray_mobile	istanbul
national_glyptotheque	goudi
kara_nikolla	kosovo
fourmile_creek	pennsylvania
st_johns_priory	lt_WellsWellsgt
seasalter	kent
john_hancock_actor	hazen_arkansas
groß_ellershausen	lower_saxony
kadirenigudem	nalgonda_district
church_of_san_salvador_de_valdediós	oviedo
torsten_andersson	hörby
kohatu	harju_county
valjevo_gymnasium	valjevo
the_collective_shift	new_york_city
mount_shiroyama_kagoshima	kagoshima_prefecture
bonanza_peak_washington	washington_us_state
banco_nossa_caixa	são_paulo
kurungalur	thanjavur_district
pudupattinam	lt_Thanjavur_talukThanjavur_districtgt
nisekoshakotanotaru_kaigan_quasinational_park	hokkaidō
badabetara	kendrapara_district
big_trout	adaminaby_new_south_wales
washington_valley_park	new_jersey
royal_pier_hotel	lt_ClevedonClevedongt
medicine_river_alberta	alberta
ximimximim_river	amapá
amapá	brazil
raha	lt_AssamNagaon_districtgt
bat_yam_municipal_stadium	bat_yam
kirstead	norfolk
kirstead	geoent_south_norfolk_district_7290599
wendling	lt_NorfolkNorfolkgt
bebedero_river	costa_rica
pululuya_river	el_salvador
fudan_international_school	shanghai
cottonwood_peak	british_columbia
archives_of_american_art	washington_dc
precolumbian_gold_museum	costa_rica
vengarai_periakottainadu	thanjavur_district
burg_ehrenfels_hessen	rüdesheim_am_rhein
melakaveri	thanjavur_district
south_surrey_athletic_park	south_surrey
autovirt	nashua_new_hampshire
agencia_venezolana_de_noticias	caracas
monica_castillo	caracas
loglogic	san_jose_california
port_pirie_airport	port_pirie_south_australia
stephanie_anne_mills	edmonton
hollywood_casino_lawrenceburg	lawrenceburg_indiana
do_moura_river	acre_state
acre_state	brazil
macauã_river	acre_state
national_geographic_abu_dhabi	abu_dhabi
cuniuá_river	amazonas_brazilian_state
amazonas_brazilian_state	brazil
jacaré_river_purus_river	amazonas_brazilian_state
jandiatuba_river	amazonas_brazilian_state
urucu_river	amazonas_brazilian_state
khyargas_nuur	khyargas_uvs
mccook_lake	union_county_south_dakota
kxiidt3	sherman_texas
mid_express_tchad	ndjamena
knappskog	hordaland
pacoti_river	ceará
ceará	brazil
aratu_river	pará
pará	brazil
carecuru_river	pará
cupiró_river	pará
jacundá_river_pará	pará
são_benedito_river	pará
espinharas_river	paraíba
paraíba	brazil
tibiri_river	paraíba
apodi_river	rio_grande_do_norte
rio_grande_do_norte	brazil
acauã_river	rio_grande_do_norte
miriti_river	rondônia
rondônia	brazil
micham_river	dominica
movoxx	santa_monica_california
hash	lt_Marihuana_amp_Hemp_MuseumAmsterdamgt
auari_river	roraima
roraima	brazil
quinó_river	roraima
poxim_açu_river	sergipe
sergipe	brazil
real_river_brazil	sergipe
do_sono_river_tocantins	tocantins
do_coco_river	tocantins
lajeado_river_tocantins	tocantins
são_vitório_river	tocantins
telica_river	honduras
yaguala_river	honduras
little_wicomico_river	virginia
rose_river	virginia
saint_marys_river_virginia	virginia
swift_creek_virginia	virginia
francis_peak	utah
vrams_gunnarstorp_castle	bjuv_municipality
colônia_river	bahia
bahia	brazil
maçacara_river	bahia
curaco_river	chile
esperanza_river	chile
estero_catemu	chile
polcura_river_chile	chile
chiriquí_viejo_river	panama
atoyaquillo_river	mexico
tehuantepec_river	mexico
san_martín_river	mexico
san_andres_river	mexico
pantepec_river	mexico
ken_marcus	hollywood
hollywood	lt_FloridaBroward_County_Floridagt
hollywood	geoent_west_hollywood_5408076
buffalo_creek_crow_river	minnesota
rat_root_river	minnesota
swan_river_central_minnesota	minnesota
west_savanna_river	minnesota
dajabón_river	dominican_republic
rivière_canot	haiti
río_arenas	puerto_rico
río_anon	puerto_rico
río_bairoa	puerto_rico
río_casei	puerto_rico
río_cialitos	puerto_rico
río_veguitas	puerto_rico
río_valenciano	puerto_rico
río_yunes	puerto_rico
tazin_lake	saskatchewan
birch_lake_ontario	ontario
ril_lake_ontario	ontario
sachigo_lake	ontario
beaver_lake_victoria	victoria_county_nova_scotia
fenerty_lake	halifax_regional_municipality
james_ryan_actor	south_africa
verde_river_upper_paranaíba_river	goiás
coal_river	lt_New_ZealandSouthland_Regiongt
hapuku_river	canterbury_region
baee_river	papua_new_guinea
ltČechticegt	czech_republic
mrač	czech_republic
vysoký_újezd_benešov_district	czech_republic
lužce	czech_republic
svinaře	czech_republic
bratronice_kladno_district	czech_republic
hořešovičky	czech_republic
jemníky	czech_republic
kačice	czech_republic
líský	czech_republic
vinařice_kladno_district	czech_republic
pockwock_lake	halifax_regional_municipality
schmidt_lake	halifax_regional_municipality
drahobudice	czech_republic
masojedy	czech_republic
dolní_beřkovice	czech_republic
nová_telib	czech_republic
rohatsko	czech_republic
irene_river	southland_region
kaiikanui_river	northland_region
kakanui_river	otago_region
karetu_river	lt_CanterburyCanterbury_Regiongt
kereu_river	gisborne_region
kopeka_river	southland_region
mangaorino_river	waikato_region
bankfield_museum	halifax_west_yorkshire
ohuri_river	northland_region
omanawa_river	bay_of_plenty_region
opouawe_river	wellington_region
waihi_river	canterbury_region
waingawa_river	wellington_region
wainuiora_river	wellington_region
wairahi_river	auckland_region
waitakere_river	auckland_region
waiwawa_river	waikato_region
whakarapa_river	northland_region
sibřina	czech_republic
veliká_ves_pragueeast_district	czech_republic
atantano_river	guam
ligum_river	guam
hradištko_praguewest_district	czech_republic
little_dead_river	michigan
little_fishdam_river	michigan
kosoř	czech_republic
ogontz_river	michigan
psáry	czech_republic
coleto_creek	texas
croton_creek	texas
denton_creek	texas
leona_river	texas
pecan_bayou_red_river	texas
dubenec_příbram_district	czech_republic
hříměždice	czech_republic
kňovice	czech_republic
trhové_dušníky	czech_republic
kotla_vijayabhaskara_reddy_botanical_gardens	hyderabad_india
račice_rakovník_district	czech_republic
skalice_hradec_králové_district	czech_republic
prattsville_reformed_dutch_church	prattsville_new_york
july_2009_french_riots	firminy
arlington_village_historic_district_arlington	lt_VermontArlington_Vermontgt
camaratê_river	mato_grosso
mato_grosso	brazil
culuene_river	mato_grosso
huaiámiçu_river	mato_grosso
verde_river_sacre_river	mato_grosso
gasterra	groningen_city
groningen_city	netherlands
bříšťany	czech_republic
dolní_lochov	czech_republic
svatojanský_újezd	czech_republic
sukorady_jičín_district	czech_republic
tuř	czech_republic
třebnouševes	czech_republic
volanice	czech_republic
božanov	czech_republic
očelice	czech_republic
olešnice_rychnov_nad_kněžnou_district	czech_republic
dubenec	czech_republic
great_mosque_of_hama	hama
ltŠtědrágt	czech_republic
st_julians_church	lt_Kingston_BuciKingston_by_Seagt
bukovina_u_čisté	czech_republic
háje_nad_jizerou	czech_republic
svojkov	czech_republic
vrchovany	czech_republic
vrchy	czech_republic
alfred_mazure	nijmegen
nijmegen	netherlands
pigford_building	meridian_mississippi
petworth_park	petworth
petworth	west_sussex
st_johns_hospital	lt_BathBath_Somersetgt
asperity_mountain	british_columbia
st_anthony	lt_MinnesotaMinnesotagt
puliyankurichi	salem_district
val_meets_the_vips	bbc_television_centre
novologiccom	lawrenceville_georgia
canaan_mountain_wilderness	washington_county_utah
brodek_u_konice	czech_republic
cottonwood_forest_wilderness	washington_county_utah
guareí_river_mato_grosso_do_sul	mato_grosso_do_sul
mato_grosso_do_sul	brazil
do_sono_river_minas_gerais	minas_gerais
minas_gerais	brazil
escurinho_river	minas_gerais
pandeiros_river	minas_gerais
piracicaba_river_minas_gerais	minas_gerais
rubim_do_sul_river	minas_gerais
são_joão_river_minas_gerais	minas_gerais
museum_of_contemporary_art	lt_AsiaHong_Konggt
erinpura	sirohi_district
farm_town	lt_LeicestershireLeicestershiregt
miminegash_range_lights	prince_edward_island
bonito_river_rio_das_flores	rio_de_janeiro_state
rio_de_janeiro_state	brazil
guaxindiba_river_norte_fluminense	rio_de_janeiro_state
ribeirão_das_lajes	rio_de_janeiro_state
roxy_ingram	port_elizabeth
dolní_nětčice	czech_republic
střítež_nad_ludinou	czech_republic
section_liaison_air_yaoundé	yaoundé
stadion_zagłębia_lubin_1985	lubin
lubin	silesia
north_fork_clearwater_river	idaho
cascumpeque_light	prince_edward_island
kron_tower	braşov
braşov	romania
wingo_xprs	turku
algimantas_sakalauskas	dailučiai
dailučiai	marijampolė_county
zazun	baramulla_district
luhyny	ukraine
cachoeirinha_river	são_paulo_state
jacuí_river_são_paulo	são_paulo_state
novo_river_pardo_river	são_paulo_state
pilões_river_são_paulo	são_paulo_state
paulo_diniz_river	são_paulo_state
pariqueraaçu_river	são_paulo_state
timişoara_high_tower	timişoara
timişoara	romania
fukui_airport	harue_fukui
capivara_river_paraná	paraná_state
paraná_state	brazil
cinco_voltas_river	paraná_state
da_prata_river_paraná	paraná_state
das_marrecas_river	paraná_state
jacaré_river_piquiri_river	paraná_state
passa_dois_river	paraná_state
pato_branco_river	paraná_state
dos_sinos_river	rio_grande_do_sul
rio_grande_do_sul	brazil
erechim_river	rio_grande_do_sul
bonewaldesthornes_tower	chester
chester	lt_PennsylvaniaPennsylvaniagt
chester	cheshire
kakkadampoyil	kozhikode_district
black_river_indiana	southwestern_indiana
eleutheros_cooke_house_1415_columbus_avenue	lt_Sandusky_OhioSandusky_Ohiogt
altschweier	badenwürttemberg
reid_rocks	tasmania
dart_island	tasmania
nintendo_development_teams	japan
rwimi	great_rift_valley
state_forest_state_park	jackson_county_colorado
vincent_van_der_vinne	haarlem
haarlem	netherlands
lubná_svitavy_district	czech_republic
oldřiš	czech_republic
rudná_svitavy_district	czech_republic
revenue_technology_services	carrollton_texas
discovery_networks_benelux	amsterdam
satellite_island_tasmania	tasmania
family_records	new_york_city
school_no_7_dunkirk	lt_New_YorkDunkirk_New_Yorkgt
fishers_island_nunavut	bathurst_inlet
chrastavice	czech_republic
nevolice	czech_republic
pasečnice	czech_republic
všekary	czech_republic
biřkov	czech_republic
ltÚjezd_u_Plánicegt	czech_republic
kozlovice_plzeňsouth_district	czech_republic
chrást_plzeňcity_district	czech_republic
druztová	czech_republic
dolní_hradiště	czech_republic
pláně_plzeňnorth_district	czech_republic
výrov_plzeňnorth_district	czech_republic
přehýšov	czech_republic
vejprnice	czech_republic
dobřív	czech_republic
lasalle_hotel	geoent_bryan_4677008
bohy	czech_republic
myropil_uts	ukraine
pamplin_music	portland_oregon
guapi_island	chile
kačlehy	czech_republic
smržov_jindřichův_hradec_district	czech_republic
záhoří_jindřichův_hradec_district	czech_republic
chyšky	czech_republic
osek_písek_district	czech_republic
radějovice_strakonice_district	czech_republic
strunkovice_nad_volyňkou	czech_republic
haškovcova_lhota	czech_republic
nasavrky_tábor_district	czech_republic
komařice	czech_republic
strýčice	czech_republic
dolní_třebonín	czech_republic
croatian_syrmian_initiative	sremska_mitrovica
global_village_telecom	curitiba
borotín_blansko_district	czech_republic
ltŠebrovKateřinagt	czech_republic
vísky_blansko_district	czech_republic
voděrady_blansko_district	czech_republic
ltČebíngt	czech_republic
kuřimské_jestřabí	czech_republic
ochoz_u_tišnova	czech_republic
ponětovice	czech_republic
rojetín	czech_republic
rohozec_brnocountry_district	czech_republic
ltÚsušígt	czech_republic
hošticeheroltice	czech_republic
lysovice	czech_republic
hostim	czech_republic
korolupy	czech_republic
výrovice	czech_republic
ventrilingapuram	tirunelveli_district
račetice	czech_republic
pesvice	czech_republic
heřmanov_děčín_district	czech_republic
brzánky	czech_republic
prackovice_nad_labem	czech_republic
deštnice	czech_republic
ltŽerotín_Louny_Districtgt	czech_republic
nová_ves_u_chotěboře	czech_republic
vilémovice_havlíčkův_brod_district	czech_republic
vlkanov_havlíčkův_brod_district	czech_republic
dušejov	czech_republic
růžená	czech_republic
kejžlice	czech_republic
křelovice_pelhřimov_district	czech_republic
mnich_pelhřimov_district	czech_republic
mezná_pelhřimov_district	czech_republic
bohušice	czech_republic
chlístov_třebíč_district	czech_republic
chotěbudice	czech_republic
kralice_nad_oslavou	czech_republic
myslibořice	czech_republic
slavkov_pod_hostýnem	czech_republic
troubkyzdislavice	czech_republic
pašovice	czech_republic
hutiskosolanec	czech_republic
jablůnka	czech_republic
hrobice_zlín_district	czech_republic
denaby	south_yorkshire
denaby	geoent_borough_of_doncaster_3333143
clearwater_river_idaho	idaho
metroexpress_halifax	dartmouth_nova_scotia
warren_neidich	new_york_city
bhagan_bigha	nalanda_district
ajtani	jalandhar_district
lt2010_European_Grand_Prixgt	valencia_street_circuit
devender_singh	amritsar
luxgen	sanyi_miaoli
universtorescom	paris
project_enterprise	new_york_city
avan_church	yerevan
governor_bond_lake	bond_county_illinois
aubad	austria
clara_white_mission	jacksonville_florida
henfold_lakes	england
belle_chrystall	preston
penderyn	lt_Rhondda_Cynon_TafRhondda_Cynon_Tafgt
kulttuuritalo	helsinki
bien_viet_securities	vietnam
weesener_bach	lower_saxony
cuddeback_lake	mojave_desert
ltŠrajbarski_Turn_Castlegt	slovenia
doyle_high_school	livingston_louisiana
reinhardswald	hesse
beyondtrust	agoura_hills_california
